title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url
Wicked: For Good,2025,Nov 17,342915090.0,4115.0,-,,https://www.boxofficemojo.com/release/rl2185003777/?ref_=bo_yld_table_6
Sinners,2025,Apr 18,279989632.0,3518.0,-,,https://www.boxofficemojo.com/release/rl2153611265/?ref_=bo_yld_table_7
The Fantastic Four: First Steps,2025,Jul 25,274286610.0,4125.0,-,,https://www.boxofficemojo.com/release/rl2429649665/?ref_=bo_yld_table_8
How to Train Your Dragon,2025,Jun 13,262958100.0,4373.0,-,,https://www.boxofficemojo.com/release/rl1921090305/?ref_=bo_yld_table_9
Avatar: Fire and Ash,2025,Dec 19,404340010.0,3835.0,-,,https://www.boxofficemojo.com/release/rl3389031937/?ref_=bo_yld_table_10
Captain America: Brave New World,2025,Feb 14,200500001.0,4105.0,-,,https://www.boxofficemojo.com/release/rl2597421825/?ref_=bo_yld_table_11
Mission: Impossible - The Final Reckoning,2025,May 23,197413515.0,3861.0,-,,https://www.boxofficemojo.com/release/rl1913226753/?ref_=bo_yld_table_12
Thunderbolts*,2025,May 2,190274328.0,4330.0,-,,https://www.boxofficemojo.com/release/rl2647753473/?ref_=bo_yld_table_13
F1: The Movie,2025,Jun 27,189642436.0,3732.0,-,,https://www.boxofficemojo.com/release/rl2507374593/?ref_=bo_yld_table_14
The Conjuring: Last Rites,2025,Sep 5,177756445.0,3802.0,-,,https://www.boxofficemojo.com/release/rl987791361/?ref_=bo_yld_table_15
Weapons,2025,Aug 8,151572492.0,3631.0,-,,https://www.boxofficemojo.com/release/rl3882385409/?ref_=bo_yld_table_16
Final Destination: Bloodlines,2025,May 16,138254739.0,3523.0,-,,https://www.boxofficemojo.com/release/rl1478393857/?ref_=bo_yld_table_17
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2025,Sep 12,136950340.0,3342.0,-,,https://www.boxofficemojo.com/release/rl53837825/?ref_=bo_yld_table_18
Mufasa: The Lion King,2025,Dec 20,254567693.0,4100.0,-,,https://www.boxofficemojo.com/release/rl1511097089/?ref_=bo_yld_table_19
Five Nights at Freddy's 2,2025,Dec 5,127730290.0,3579.0,-,,https://www.boxofficemojo.com/release/rl2490073089/?ref_=bo_yld_table_20
Dog Man,2025,Jan 31,97970355.0,3887.0,-,,https://www.boxofficemojo.com/release/rl3942942209/?ref_=bo_yld_table_21
Freakier Friday,2025,Aug 8,94186236.0,3975.0,-,,https://www.boxofficemojo.com/release/rl443908097/?ref_=bo_yld_table_22
Predator: Badlands,2025,Nov 7,91083631.0,3725.0,-,,https://www.boxofficemojo.com/release/rl2417000449/?ref_=bo_yld_table_23
Snow White,2025,Mar 21,87203963.0,4200.0,-,,https://www.boxofficemojo.com/release/rl3856302849/?ref_=bo_yld_table_24
Sonic the Hedgehog 3,2025,Dec 20,236115100.0,3769.0,-,,https://www.boxofficemojo.com/release/rl886211329/?ref_=bo_yld_table_25
The Bad Guys 2,2025,Aug 1,82593605.0,3860.0,-,,https://www.boxofficemojo.com/release/rl1472103169/?ref_=bo_yld_table_26
Black Phone 2,2025,Oct 17,77378880.0,3460.0,-,,https://www.boxofficemojo.com/release/rl2813821697/?ref_=bo_yld_table_27
Tron: Ares,2025,Oct 10,73161014.0,4000.0,-,,https://www.boxofficemojo.com/release/rl979468289/?ref_=bo_yld_table_28
Elio,2025,Jun 20,72987454.0,3750.0,-,,https://www.boxofficemojo.com/release/rl1561428737/?ref_=bo_yld_table_29
One Battle After Another,2025,Sep 26,72918884.0,3634.0,-,,https://www.boxofficemojo.com/release/rl1784184833/?ref_=bo_yld_table_30
28 Years Later,2025,Jun 20,70446897.0,3444.0,-,,https://www.boxofficemojo.com/release/rl375947265/?ref_=bo_yld_table_31
The Accountant 2,2025,Apr 25,65523366.0,3610.0,-,,https://www.boxofficemojo.com/release/rl1178501121/?ref_=bo_yld_table_32
Now You See Me: Now You Don't,2025,Nov 14,61882396.0,3403.0,-,,https://www.boxofficemojo.com/release/rl3768321/?ref_=bo_yld_table_33
The King of Kings,2025,Apr 11,60270106.0,3535.0,-,,https://www.boxofficemojo.com/release/rl4231757825/?ref_=bo_yld_table_34
David,2025,Dec 19,80382774.0,3118.0,-,,https://www.boxofficemojo.com/release/rl1710063617/?ref_=bo_yld_table_35
Ballerina,2025,Jun 6,58051327.0,3409.0,-,,https://www.boxofficemojo.com/release/rl965378817/?ref_=bo_yld_table_36
Moana 2,2025,Nov 27,460405297.0,4200.0,-,,https://www.boxofficemojo.com/release/rl862748673/?ref_=bo_yld_table_37
The Housemaid,2025,Dec 19,126432462.0,3123.0,-,,https://www.boxofficemojo.com/release/rl1512275969/?ref_=bo_yld_table_38
The Naked Gun,2025,Aug 1,52647396.0,3363.0,-,,https://www.boxofficemojo.com/release/rl3528753153/?ref_=bo_yld_table_39
Karate Kid: Legends,2025,May 30,52547391.0,3859.0,-,,https://www.boxofficemojo.com/release/rl3470426881/?ref_=bo_yld_table_40
One of Them Days,2025,Jan 17,50054690.0,2675.0,-,,https://www.boxofficemojo.com/release/rl4110974977/?ref_=bo_yld_table_41
Regretting You,2025,Oct 24,48852948.0,3425.0,-,,https://www.boxofficemojo.com/release/rl4079190017/?ref_=bo_yld_table_42
Nosferatu,2025,Dec 25,95608235.0,3132.0,-,,https://www.boxofficemojo.com/release/rl2537783297/?ref_=bo_yld_table_43
A Complete Unknown,2025,Dec 25,75001720.0,2835.0,-,,https://www.boxofficemojo.com/release/rl2843508737/?ref_=bo_yld_table_44
The SpongeBob Movie: Search for SquarePants,2025,Dec 19,71068170.0,3570.0,-,,https://www.boxofficemojo.com/release/rl1743487745/?ref_=bo_yld_table_45
Mickey 17,2025,Mar 7,46142263.0,3807.0,-,,https://www.boxofficemojo.com/release/rl2465301249/?ref_=bo_yld_table_46
Paddington in Peru,2025,Feb 14,45800000.0,3890.0,-,,https://www.boxofficemojo.com/release/rl431260417/?ref_=bo_yld_table_47
Downton Abbey: The Grand Finale,2025,Sep 12,44996590.0,3711.0,-,,https://www.boxofficemojo.com/release/rl1014267905/?ref_=bo_yld_table_48
Chainsaw Man - The Movie: Reze Arc,2025,Oct 24,43438461.0,3003.0,-,,https://www.boxofficemojo.com/release/rl3728441345/?ref_=bo_yld_table_49
Wicked,2025,Nov 22,474983975.0,3888.0,-,,https://www.boxofficemojo.com/release/rl1199474177/?ref_=bo_yld_table_50
Marty Supreme,2025,Dec 19,96040064.0,2887.0,-,,https://www.boxofficemojo.com/release/rl1411612673/?ref_=bo_yld_table_51
The Amateur,2025,Apr 11,40759635.0,3400.0,-,,https://www.boxofficemojo.com/release/rl2241364737/?ref_=bo_yld_table_52
The Monkey,2025,Feb 21,39724909.0,3227.0,-,,https://www.boxofficemojo.com/release/rl2385608705/?ref_=bo_yld_table_53
The Running Man,2025,Nov 14,37815641.0,3534.0,-,,https://www.boxofficemojo.com/release/rl2165080065/?ref_=bo_yld_table_54
A Working Man,2025,Mar 28,37000711.0,3262.0,-,,https://www.boxofficemojo.com/release/rl3457581057/?ref_=bo_yld_table_55
Materialists,2025,Jun 13,36521973.0,2844.0,-,,https://www.boxofficemojo.com/release/rl3442638849/?ref_=bo_yld_table_56
Den of Thieves: Pantera,2025,Jan 10,36015016.0,3008.0,-,,https://www.boxofficemojo.com/release/rl1416265729/?ref_=bo_yld_table_57
The Long Walk,2025,Sep 12,35163573.0,2845.0,-,,https://www.boxofficemojo.com/release/rl624590849/?ref_=bo_yld_table_58
Star Wars: Episode III - Revenge of the Sith,2025,Apr 25,34107714.0,2800.0,-,,https://www.boxofficemojo.com/release/rl2905833473/?ref_=bo_yld_table_59
Taylor Swift: The Official Release Party of a Showgirl,2025,Oct 3,34062774.0,3702.0,-,,https://www.boxofficemojo.com/release/rl451575809/?ref_=bo_yld_table_60
I Know What You Did Last Summer,2025,Jul 18,32165634.0,3206.0,-,,https://www.boxofficemojo.com/release/rl2372632577/?ref_=bo_yld_table_61
Gabby's Dollhouse: The Movie,2025,Sep 26,32011820.0,3507.0,-,,https://www.boxofficemojo.com/release/rl845447169/?ref_=bo_yld_table_62
Anaconda,2025,Dec 25,65098148.0,3509.0,-,,https://www.boxofficemojo.com/release/rl2499444737/?ref_=bo_yld_table_63
Smurfs,2025,Jul 18,31075170.0,3504.0,-,,https://www.boxofficemojo.com/release/rl3459023617/?ref_=bo_yld_table_64
Heart Eyes,2025,Feb 7,30415738.0,3102.0,-,,https://www.boxofficemojo.com/release/rl2533982209/?ref_=bo_yld_table_65
Flight Risk,2025,Jan 24,29783527.0,3161.0,-,,https://www.boxofficemojo.com/release/rl1365934081/?ref_=bo_yld_table_66
Warfare,2025,Apr 11,26000309.0,2670.0,-,,https://www.boxofficemojo.com/release/rl1613266945/?ref_=bo_yld_table_67
Him,2025,Sep 19,25009605.0,3168.0,-,,https://www.boxofficemojo.com/release/rl3446243329/?ref_=bo_yld_table_68
M3GAN 2.0,2025,Jun 27,24101280.0,3133.0,-,,https://www.boxofficemojo.com/release/rl1392018177/?ref_=bo_yld_table_69
Ne Zha 2,2025,Feb 14,23308176.0,2228.0,-,,https://www.boxofficemojo.com/release/rl1613856769/?ref_=bo_yld_table_70
KPop Demon Hunters,2025,Aug 23,24300000.0,2890.0,-,,https://www.boxofficemojo.com/release/rl2363392001/?ref_=bo_yld_table_71
Roofman,2025,Oct 10,22739882.0,3370.0,-,,https://www.boxofficemojo.com/release/rl1561493505/?ref_=bo_yld_table_72
Springsteen: Deliver Me from Nowhere,2025,Oct 24,22638297.0,3460.0,-,,https://www.boxofficemojo.com/release/rl717651969/?ref_=bo_yld_table_73
The Woman in the Yard,2025,Mar 28,22405985.0,2845.0,-,,https://www.boxofficemojo.com/release/rl4048781313/?ref_=bo_yld_table_74
Nobody 2,2025,Aug 15,21604985.0,3282.0,-,,https://www.boxofficemojo.com/release/rl511016961/?ref_=bo_yld_table_75
Black Bag,2025,Mar 14,21474035.0,2713.0,-,,https://www.boxofficemojo.com/release/rl1400602625/?ref_=bo_yld_table_76
Death of a Unicorn,2025,Mar 28,12899252.0,3050.0,-,,https://www.boxofficemojo.com/release/rl1646755841/?ref_=bo_yld_table_77
Together,2025,Jul 30,21273159.0,2302.0,-,,https://www.boxofficemojo.com/release/rl1641644033/?ref_=bo_yld_table_78
Last Breath,2025,Feb 28,21051180.0,3090.0,-,,https://www.boxofficemojo.com/release/rl4101275649/?ref_=bo_yld_table_79
Companion,2025,Jan 31,20869122.0,3285.0,-,,https://www.boxofficemojo.com/release/rl3781722113/?ref_=bo_yld_table_80
Wolf Man,2025,Jan 17,20707280.0,3354.0,-,,https://www.boxofficemojo.com/release/rl3494150145/?ref_=bo_yld_table_81
The Chosen: Last Supper,2025,Mar 28,20257290.0,2272.0,-,,https://www.boxofficemojo.com/release/rl2486599681/?ref_=bo_yld_table_82
Until Dawn,2025,Apr 25,20172192.0,3055.0,-,,https://www.boxofficemojo.com/release/rl923893761/?ref_=bo_yld_table_83
Novocaine,2025,Mar 14,19861854.0,3369.0,-,,https://www.boxofficemojo.com/release/rl3662970881/?ref_=bo_yld_table_84
The Phoenician Scheme,2025,May 30,19555015.0,1731.0,-,,https://www.boxofficemojo.com/release/rl2620358657/?ref_=bo_yld_table_85
Bring Her Back,2025,May 30,19333305.0,2449.0,-,,https://www.boxofficemojo.com/release/rl3492904961/?ref_=bo_yld_table_86
Babygirl,2025,Dec 25,28196732.0,2164.0,-,,https://www.boxofficemojo.com/release/rl2926346241/?ref_=bo_yld_table_87
Caught Stealing,2025,Aug 29,19005242.0,3578.0,-,,https://www.boxofficemojo.com/release/rl1210810369/?ref_=bo_yld_table_88
Bugonia,2025,Oct 24,17692390.0,2043.0,-,,https://www.boxofficemojo.com/release/rl2053799937/?ref_=bo_yld_table_89
Hamilton,2025,Sep 5,16946377.0,1850.0,-,,https://www.boxofficemojo.com/release/rl1457225729/?ref_=bo_yld_table_90
Song Sung Blue,2025,Dec 25,39185290.0,2705.0,-,,https://www.boxofficemojo.com/release/rl1119977473/?ref_=bo_yld_table_91
Drop,2025,Apr 11,16600805.0,3089.0,-,,https://www.boxofficemojo.com/release/rl2439741441/?ref_=bo_yld_table_92
Good Fortune,2025,Oct 17,16585758.0,2990.0,-,,https://www.boxofficemojo.com/release/rl3524624385/?ref_=bo_yld_table_93
Jujutsu Kaisen: Execution,2025,Dec 5,16583133.0,1935.0,-,,https://www.boxofficemojo.com/release/rl4276322305/?ref_=bo_yld_table_94
Friendship,2025,May 9,16252948.0,1293.0,-,,https://www.boxofficemojo.com/release/rl3543236609/?ref_=bo_yld_table_95
Eternity,2025,Nov 26,16210244.0,2386.0,-,,https://www.boxofficemojo.com/release/rl316178433/?ref_=bo_yld_table_96
Love Hurts,2025,Feb 7,15683090.0,3055.0,-,,https://www.boxofficemojo.com/release/rl1868267521/?ref_=bo_yld_table_97
The Brutalist,2025,Dec 20,16279129.0,1612.0,-,,https://www.boxofficemojo.com/release/rl856522753/?ref_=bo_yld_table_98
The Roses,2025,Aug 29,15298844.0,2700.0,-,,https://www.boxofficemojo.com/release/rl2537062401/?ref_=bo_yld_table_99
The Last Rodeo,2025,May 23,15201659.0,2205.0,-,,https://www.boxofficemojo.com/release/rl1523089409/?ref_=bo_yld_table_100
The Strangers: Chapter 2,2025,Sep 26,15153346.0,2690.0,-,,https://www.boxofficemojo.com/release/rl825786369/?ref_=bo_yld_table_101
Nuremberg,2025,Nov 7,14524692.0,1830.0,-,,https://www.boxofficemojo.com/release/rl1139048449/?ref_=bo_yld_table_102
Jaws,2025,Aug 29,12819675.0,3200.0,-,,https://www.boxofficemojo.com/release/rl1825800193/?ref_=bo_yld_table_103
The Chosen: Last Supper Part 2,2025,Apr 4,12372228.0,2313.0,-,,https://www.boxofficemojo.com/release/rl3124461569/?ref_=bo_yld_table_104
The Chosen: Last Supper Part 3,2025,Apr 11,11742410.0,2297.0,-,,https://www.boxofficemojo.com/release/rl3174793217/?ref_=bo_yld_table_105
Sarah's Oil,2025,Nov 7,11675627.0,2410.0,-,,https://www.boxofficemojo.com/release/rl1239121921/?ref_=bo_yld_table_106
The Smashing Machine,2025,Oct 3,11411388.0,3345.0,-,,https://www.boxofficemojo.com/release/rl2453307393/?ref_=bo_yld_table_107
Hamnet,2025,Nov 26,24208900.0,1996.0,-,,https://www.boxofficemojo.com/release/rl1421901825/?ref_=bo_yld_table_108
Becoming Led Zeppelin,2025,Feb 7,10403353.0,1039.0,-,,https://www.boxofficemojo.com/release/rl1362067457/?ref_=bo_yld_table_109
Eddington,2025,Jul 18,10223277.0,2111.0,-,,https://www.boxofficemojo.com/release/rl1111392257/?ref_=bo_yld_table_110
Rental Family,2025,Nov 21,10047429.0,1925.0,-,,https://www.boxofficemojo.com/release/rl3587538945/?ref_=bo_yld_table_111
The Day the Earth Blew Up: A Looney Tunes Movie,2025,Mar 14,8875344.0,2827.0,-,,https://www.boxofficemojo.com/release/rl305627137/?ref_=bo_yld_table_112
Sketch,2025,Aug 6,8129808.0,2157.0,-,,https://www.boxofficemojo.com/release/rl3788275713/?ref_=bo_yld_table_113
Back to the Future,2025,Oct 31,7923545.0,2290.0,-,,https://www.boxofficemojo.com/release/rl468746241/?ref_=bo_yld_table_114
Gladiator II,2025,Nov 22,172438016.0,3580.0,-,,https://www.boxofficemojo.com/release/rl1778156289/?ref_=bo_yld_table_115
Soul on Fire,2025,Oct 10,7448606.0,1720.0,-,,https://www.boxofficemojo.com/release/rl1094680577/?ref_=bo_yld_table_116
Clown in a Cornfield,2025,May 9,7251799.0,2277.0,-,,https://www.boxofficemojo.com/release/rl605847553/?ref_=bo_yld_table_117
Presence,2025,Jan 24,6900044.0,1750.0,-,,https://www.boxofficemojo.com/release/rl4127621121/?ref_=bo_yld_table_118
Princess Mononoke,2025,Mar 28,6851056.0,630.0,-,,https://www.boxofficemojo.com/release/rl339312641/?ref_=bo_yld_table_119
Homestead,2025,Dec 20,20811864.0,1886.0,-,,https://www.boxofficemojo.com/release/rl2557247489/?ref_=bo_yld_table_120
Toy Story,2025,Sep 12,6721383.0,2375.0,-,,https://www.boxofficemojo.com/release/rl3856695297/?ref_=bo_yld_table_121
The Life of Chuck,2025,Jun 6,6712600.0,1072.0,-,,https://www.boxofficemojo.com/release/rl4207640577/?ref_=bo_yld_table_122
A Big Bold Beautiful Journey,2025,Sep 19,6671082.0,3330.0,-,,https://www.boxofficemojo.com/release/rl2281799681/?ref_=bo_yld_table_123
Good Boy,2025,Oct 3,6624062.0,1650.0,-,,https://www.boxofficemojo.com/release/rl4158357505/?ref_=bo_yld_table_124
The Last Supper,2025,Mar 14,6564857.0,1575.0,-,,https://www.boxofficemojo.com/release/rl2523137/?ref_=bo_yld_table_125
The Unbreakable Boy,2025,Feb 21,6443813.0,1717.0,-,,https://www.boxofficemojo.com/release/rl520323841/?ref_=bo_yld_table_126
Anora,2025,Oct 18,20474295.0,1938.0,-,,https://www.boxofficemojo.com/release/rl779911169/?ref_=bo_yld_table_127
I'm Still Here,2025,Jan 17,6233517.0,762.0,-,,https://www.boxofficemojo.com/release/rl505839617/?ref_=bo_yld_table_128
Pride & Prejudice,2025,Apr 20,6193658.0,1393.0,-,,https://www.boxofficemojo.com/release/rl2050457601/?ref_=bo_yld_table_129
The Alto Knights,2025,Mar 21,6125566.0,2651.0,-,,https://www.boxofficemojo.com/release/rl713917185/?ref_=bo_yld_table_130
Truth & Treason,2025,Oct 17,6044364.0,2106.0,-,,https://www.boxofficemojo.com/release/rl1205829633/?ref_=bo_yld_table_131
Kill Bill: The Whole Bloody Affair,2025,Dec 5,6002538.0,1204.0,-,,https://www.boxofficemojo.com/release/rl3018555393/?ref_=bo_yld_table_132
Honey Don't!,2025,Aug 22,5810510.0,1338.0,-,,https://www.boxofficemojo.com/release/rl1589673985/?ref_=bo_yld_table_133
Dan Da Dan: Evil Eye,2025,Jun 6,5637078.0,1085.0,-,,https://www.boxofficemojo.com/release/rl2168094721/?ref_=bo_yld_table_134
Die My Love,2025,Nov 7,5515263.0,1983.0,-,,https://www.boxofficemojo.com/release/rl955351041/?ref_=bo_yld_table_135
The Senior,2025,Sep 19,5295949.0,2405.0,-,,https://www.boxofficemojo.com/release/rl1691713537/?ref_=bo_yld_table_136
Hurry Up Tomorrow,2025,May 16,5215357.0,2020.0,-,,https://www.boxofficemojo.com/release/rl1327726593/?ref_=bo_yld_table_137
Light of the World,2025,Sep 5,5213377.0,2075.0,-,,https://www.boxofficemojo.com/release/rl3206709249/?ref_=bo_yld_table_138
The Last Showgirl,2025,Dec 13,4799804.0,946.0,-,,https://www.boxofficemojo.com/release/rl3491856385/?ref_=bo_yld_table_139
Stitch Head,2025,Oct 29,4562943.0,2162.0,-,,https://www.boxofficemojo.com/release/rl1859813377/?ref_=bo_yld_table_140
Sisu: Road to Revenge,2025,Nov 21,4544481.0,2222.0,-,,https://www.boxofficemojo.com/release/rl2277539841/?ref_=bo_yld_table_141
Brave the Dark,2025,Jan 24,4525443.0,2230.0,-,,https://www.boxofficemojo.com/release/rl1730707457/?ref_=bo_yld_table_142
Shelby Oaks,2025,Oct 24,4500051.0,1823.0,-,,https://www.boxofficemojo.com/release/rl2482077697/?ref_=bo_yld_table_143
Avatar: The Way of Water,2025,Oct 3,4383734.0,2140.0,-,,https://www.boxofficemojo.com/release/rl315129857/?ref_=bo_yld_table_144
Keeper,2025,Nov 14,4200165.0,1950.0,-,,https://www.boxofficemojo.com/release/rl3438903297/?ref_=bo_yld_table_145
Shin Godzilla,2025,Aug 14,4042146.0,1290.0,-,,https://www.boxofficemojo.com/release/rl2345369601/?ref_=bo_yld_table_146
Ella McCay,2025,Dec 12,4033242.0,2500.0,-,,https://www.boxofficemojo.com/release/rl4029579265/?ref_=bo_yld_table_147
The Friend,2025,Mar 28,3941217.0,1237.0,-,,https://www.boxofficemojo.com/release/rl1731756033/?ref_=bo_yld_table_148
Shadow Force,2025,May 9,3933483.0,2170.0,-,,https://www.boxofficemojo.com/release/rl1160806401/?ref_=bo_yld_table_149
Sentimental Value,2025,Nov 7,5338580.0,334.0,-,,https://www.boxofficemojo.com/release/rl3858071553/?ref_=bo_yld_table_150
Colorful Stage! The Movie: A Miku Who Can't Sing,2025,Apr 18,3661284.0,800.0,-,,https://www.boxofficemojo.com/release/rl2200862721/?ref_=bo_yld_table_151
Chhaava,2025,Feb 14,4800000.0,497.0,-,,https://www.boxofficemojo.com/release/rl1664188417/?ref_=bo_yld_table_152
Dhurandhar,2025,Dec 5,19702994.0,400.0,-,,https://www.boxofficemojo.com/release/rl2558623745/?ref_=bo_yld_table_153
Fight or Flight,2025,May 9,3522025.0,2153.0,-,,https://www.boxofficemojo.com/release/rl1680572417/?ref_=bo_yld_table_154
The Penguin Lessons,2025,Mar 28,3294990.0,1017.0,-,,https://www.boxofficemojo.com/release/rl3191570433/?ref_=bo_yld_table_155
2025 Oscar Nominated Short Films: Live Action,2025,Feb 14,3275477.0,500.0,-,,https://www.boxofficemojo.com/release/rl2988605441/?ref_=bo_yld_table_156
After the Hunt,2025,Oct 10,3258830.0,1238.0,-,,https://www.boxofficemojo.com/release/rl4247683073/?ref_=bo_yld_table_157
Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie,2025,Jul 16,3257365.0,1187.0,-,,https://www.boxofficemojo.com/release/rl3301408769/?ref_=bo_yld_table_158
Hell of a Summer,2025,Apr 4,3182678.0,1255.0,-,,https://www.boxofficemojo.com/release/rl1111130113/?ref_=bo_yld_table_159
Relay,2025,Aug 22,3164481.0,1483.0,-,,https://www.boxofficemojo.com/release/rl1356824577/?ref_=bo_yld_table_160
Kraven the Hunter,2025,Dec 13,25026310.0,3211.0,-,,https://www.boxofficemojo.com/release/rl259556097/?ref_=bo_yld_table_161
War 2,2025,Aug 14,3087065.0,875.0,-,,https://www.boxofficemojo.com/release/rl2496036865/?ref_=bo_yld_table_162
The Fire Inside,2025,Dec 25,8093190.0,2032.0,-,,https://www.boxofficemojo.com/release/rl2778432257/?ref_=bo_yld_table_163
How the Grinch Stole Christmas,2025,Dec 12,3063665.0,2250.0,-,,https://www.boxofficemojo.com/release/rl1283686401/?ref_=bo_yld_table_164
Rule Breakers,2025,Mar 7,2969825.0,2044.0,-,,https://www.boxofficemojo.com/release/rl104169473/?ref_=bo_yld_table_165
Attack on Titan: The Last Attack,2025,Feb 10,3638404.0,525.0,-,,https://www.boxofficemojo.com/release/rl4130111489/?ref_=bo_yld_table_166
The Toxic Avenger,2025,Aug 29,2866783.0,1995.0,-,,https://www.boxofficemojo.com/release/rl3695017985/?ref_=bo_yld_table_167
Dangerous Animals,2025,Jun 6,2738137.0,1636.0,-,,https://www.boxofficemojo.com/release/rl2335277057/?ref_=bo_yld_table_168
Nickel Boys,2025,Dec 13,2858346.0,540.0,-,,https://www.boxofficemojo.com/release/rl677871617/?ref_=bo_yld_table_169
Pink Floyd: Live at Pompeii,2025,Apr 24,2620076.0,678.0,-,,https://www.boxofficemojo.com/release/rl4089479169/?ref_=bo_yld_table_170
Eleanor the Great,2025,Sep 26,2607002.0,892.0,-,,https://www.boxofficemojo.com/release/rl1340375041/?ref_=bo_yld_table_171
Flow,2025,Nov 22,4844117.0,377.0,-,,https://www.boxofficemojo.com/release/rl922845185/?ref_=bo_yld_table_172
No Other Land,2025,Jan 31,2549422.0,140.0,-,,https://www.boxofficemojo.com/release/rl1630044161/?ref_=bo_yld_table_173
Spinal Tap II: The End Continues,2025,Sep 12,2508554.0,1920.0,-,,https://www.boxofficemojo.com/release/rl1658028033/?ref_=bo_yld_table_174
The Legend of Ochi,2025,Apr 18,2475373.0,1153.0,-,,https://www.boxofficemojo.com/release/rl2802876417/?ref_=bo_yld_table_175
Merrily We Roll Along,2025,Dec 5,2508329.0,1084.0,-,,https://www.boxofficemojo.com/release/rl1189380097/?ref_=bo_yld_table_176
Coolie,2025,Aug 15,2450000.0,800.0,-,,https://www.boxofficemojo.com/release/rl3688660993/?ref_=bo_yld_table_177
"Sorry, Baby",2025,Jun 27,2418280.0,338.0,-,,https://www.boxofficemojo.com/release/rl171540481/?ref_=bo_yld_table_178
September 5,2025,Dec 13,2508723.0,398.0,-,,https://www.boxofficemojo.com/release/rl2383183873/?ref_=bo_yld_table_179
The Room Next Door,2025,Dec 20,2519488.0,861.0,-,,https://www.boxofficemojo.com/release/rl1327661057/?ref_=bo_yld_table_180
Spider-Man/Spider-Man 2/Spider-Man 3,2025,Sep 26,2250977.0,1485.0,-,,https://www.boxofficemojo.com/release/rl2547023873/?ref_=bo_yld_table_181
Detective Chinatown 1900,2025,Jan 29,2229946.0,229.0,-,,https://www.boxofficemojo.com/release/rl875593729/?ref_=bo_yld_table_182
Dogma,2025,Jun 5,2193805.0,1039.0,-,,https://www.boxofficemojo.com/release/rl3812458497/?ref_=bo_yld_table_183
The Wedding Banquet,2025,Apr 18,2090228.0,1142.0,-,,https://www.boxofficemojo.com/release/rl3996286977/?ref_=bo_yld_table_184
"Oh, Hi!",2025,Jul 25,2082113.0,866.0,-,,https://www.boxofficemojo.com/release/rl2329313281/?ref_=bo_yld_table_185
Game Changer,2025,Jan 10,2100000.0,800.0,-,,https://www.boxofficemojo.com/release/rl3559358465/?ref_=bo_yld_table_186
Sight & Sound Presents: NOAH Live,2025,Sep 18,2059719.0,933.0,-,,https://www.boxofficemojo.com/release/rl1424392193/?ref_=bo_yld_table_187
Blue Moon,2025,Oct 17,2170688.0,689.0,-,,https://www.boxofficemojo.com/release/rl1088716801/?ref_=bo_yld_table_188
Opus,2025,Mar 14,1993397.0,1764.0,-,,https://www.boxofficemojo.com/release/rl1461944321/?ref_=bo_yld_table_189
Christy,2025,Nov 7,1952677.0,2184.0,-,,https://www.boxofficemojo.com/release/rl3288039425/?ref_=bo_yld_table_190
Better Man,2025,Dec 25,1983648.0,1291.0,-,,https://www.boxofficemojo.com/release/rl3881074689/?ref_=bo_yld_table_191
Pets on a Train,2025,Oct 17,1902241.0,1350.0,-,,https://www.boxofficemojo.com/release/rl3084156929/?ref_=bo_yld_table_192
Jane Austen Wrecked My Life,2025,May 23,1900978.0,526.0,-,,https://www.boxofficemojo.com/release/rl1741193217/?ref_=bo_yld_table_193
Splitsville,2025,Aug 22,1900750.0,800.0,-,,https://www.boxofficemojo.com/release/rl985825281/?ref_=bo_yld_table_194
In the Lost Lands,2025,Mar 7,1870305.0,1370.0,-,,https://www.boxofficemojo.com/release/rl4246241281/?ref_=bo_yld_table_195
Riff Raff,2025,Feb 27,1862519.0,1004.0,-,,https://www.boxofficemojo.com/release/rl2603843585/?ref_=bo_yld_table_196
Night of the Zoopocalypse,2025,Mar 7,2108907.0,1425.0,-,,https://www.boxofficemojo.com/release/rl4195123201/?ref_=bo_yld_table_197
Creation of the Gods II: Demon Force,2025,Jan 31,1853487.0,200.0,-,,https://www.boxofficemojo.com/release/rl338067457/?ref_=bo_yld_table_198
Casper,2025,Oct 3,1840230.0,1100.0,-,,https://www.boxofficemojo.com/release/rl3270213633/?ref_=bo_yld_table_199
Kuberaa,2025,Jun 20,1750000.0,500.0,-,,https://www.boxofficemojo.com/release/rl1070694401/?ref_=bo_yld_table_200
The Super Mario Galaxy Movie,2026,Apr 1,427591910.0,4284.0,-,,https://www.boxofficemojo.com/release/rl3344662529/?ref_=bo_yld_table_1
Michael,2026,Apr 24,343731914.0,3955.0,-,,https://www.boxofficemojo.com/release/rl1246593025/?ref_=bo_yld_table_2
Project Hail Mary,2026,Mar 20,342676106.0,4077.0,-,,https://www.boxofficemojo.com/release/rl1993768961/?ref_=bo_yld_table_3
The Devil Wears Prada 2,2026,May 1,210946269.0,4200.0,-,,https://www.boxofficemojo.com/release/rl365461505/?ref_=bo_yld_table_4
